School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Birla Open Minds International School - Warangal,"Hunter Rd, behind Ganapathy Engineering College, Bypass, Warangal, Telangana 506005",506005,http://www.birlaopenmindswarangal.com/,Warangal,Private School,,,,,,,10 lakh,,099088 29988,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Platinum Jubilee High School, Warangal","16-8-19, 1, Narsampet Rd, Abbanikunta, Labour Colony, Warangal, Telangana 506002",506002,http://www.agakhanschools.org/India/PJHSW/Index,Warangal,Private School,,,,,,,5 lakh,,0870 242 1819,,,elis.m6250@gmail.com,vijayawada@gurukul.org,mysore@gurukul.org,919916720651,9845795000,8181995111,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
DPS Warangal,"16-30/1, Warangal-Hyderabad Highway, Pedda Pendyal (V), Dharmasagar (M), Warangal (Urban), Telangana 506151",506151,http://www.dpswarangal.in/,Warangal,Private School,,,,,,,12 lakh,,096763 00411,,,careers@amsporps.org,info@amsporps.org,accounts@amsporps.org,transport@amsporps.org,academics@amsporps.org,careercounsellor@amsporps.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sparkrill International School | CBSC,"Ananthasagar Hasanparthy Mandal, Telangana 506371",506371,http://sparkrillintl.ac.in/,Warangal,Private School,,,,,,,5 lakh,,,,,info@jhpublicschool.com,office@jhpublicschool.com,transport@jhpublicschool.com,9849991598,9849991167,8179117374,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Srinivasa Ramanujan Concept School,"Unikicherla,Dharmasagaram, Hanamkonda, Telangana",,http://www.srhshnk.com/,Warangal,Private School,,,,,,,5 lakh,,092468 95248,,,info@edify.in,principal@edifyschooldehradun.com,principal@edifyschoolbengaluru.com,admin@edifyschoolbengaluru.com,principal@ewsattapur.com,principal@ewsfirozabad.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SR High School,"Mattewada, Phatak Mohalla, Sherpura, Warangal, Telangana 506002",506002,http://www.srdigischool.com/,Warangal,Private School,,,,,,,9 lakh,,0870 645 2677,,,sreeganti2003@yahoo.co.in,bvbpsjh@redimail.com,bvbpsjh@rediffmail.com,9490167999,bvbarrshyd@gmail.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lotus school,"Gowthami Nagar Opp: Koti Cheruvu, Telangana 506011",506011,http://lotusschool.in/,Warangal,Private School,,,,,,,9 lakh,,0870 658 9469,,,info@hps.co.in,nfo@hps.co.in,,8001237373,7013546503,7995737373,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
S.R. High School,"Rd Number 4, Bank colony 2, Auto Nagar, Kothawada, Warangal, Telangana 506002",506002,http://www.srdigischool.com/,Warangal,Kids School,,,,,,,12 lakh,,0870 645 2644,,,info@hps.co.in,nfo@hps.co.in,,8001237373,7013546503,7995737373,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenwood High School Day scholar,"23-6-144, 1, Hunter Rd, Ramannapet, Warangal, Telangana 506002",506002,http://greenwoodschools.ac.in/,Warangal,Kids School,,,,,,,9 lakh,,098665 14516,,,info@hps.co.in,nfo@hps.co.in,,8001237373,7013546503,7995737373,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
J.S.M High School,"Day Campus, Hunter Rd, Opposite Zoo Park, Shyampet, Hanamkonda, Telangana 506001",506001,http://www.jsmschools.com/,Warangal,Kids School,,,,,,,9 lakh,,0870 320 6851,,,info@hps.co.in,nfo@hps.co.in,,8001237373,7013546503,7995737373,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
NSR International School,"Warangal, Telangana 506006",506006,http://www.nsrschools.ac.in/,Warangal,Kids School,,,,,,,8 lakh,,092950 04559,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"9511942542, 9523098360, 9930099746, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Pre-School And Day Care,"H.No 2-7-406, Excise Colony, Near Vorous Fresh, Hanamkonda, Hanamkonda, Telangana 506001",506001,http://www.kidzee.com/,Warangal,Kids School,,,,,,,12 lakh,,070931 17482,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
London Kids Preschool Hanamkonda,"2-2-522,vittal rao colony,behind police headquarters grounds, Ramnagar, Hanamkonda, Telangana 506001",506001,http://www.londonkids.in/,Warangal,Kids School,,,,,,,10 lakh,,,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sr Residential Junior College,"Hanamkonda, Ganesh Nagar, Padmakshi Colony, Warangal, Telangana 506002",506002,http://www.srjuniorcolleges.com/branches_facilites.html,Warangal,Kids School,,,,,,,12 lakh,,0870 254 0380,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
CRAYONS CASTLE PLAYSCHOOL,"H.No: 2-10-834, opp. Forest Office, Teachers Colony, Hanamkonda, Telangana 506001",506001,https://www.crayonscastle.com/,Warangal,Kids School,,,,,,,8 lakh,,073967 63043,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
IVY International Play School,"Circuit House Rd, opposite ZP Guest House, KLN Reddy Colony, Subedari, Hanamkonda, Telangana 506001",506001,http://ivyinternational.in/,Warangal,Kids School,,,,,,,10 lakh,,089850 12222,,,info@kkgachibowli.com,hyderabad.habsiguda@kangarookids.co.in,hyderabad.narsingi@kangarookids.co.in,9100699699,7569300300,,"9122487727, 7718888777, 7718804419, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Ekashila Junior College (Boys Campus),"Neerukulla-Mood Chintal Rd, Kothapet, Telangana 506006",506006,http://ekashilaschools.com/,Warangal,Kids School,,,,,,,10 lakh,,,,,alwal@timekidspreschools.com,asraonagar@timekidspreschools.com,bachupally@timekidspreschools.com,8978957676,7331109060,8886717890,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SR Prime School,"Warangal, Telangana 506002",506002,http://www.srprimeschool.com/,Warangal,Play School,,,,,,,,,094400 24365,,,nageshpendem@gmail.com,srkothagudem@gmail.com,corporateoffice@srprimeschool.com,9177998421,8706599888,9642117835,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenland Digi School,"100 Feet Road, Narsampet Rd, Labour Colony, Warangal, Telangana 506013",506013,http://www.srdigischool.com/,Warangal,Play School,,,,,,,,,099596 99386,,,info@greenlanddugri.com,greenlanddugri@yahoo.in,vizag@srdigischool.com,919959699386,+91-8872006993,+91-8872006994,"scholarship@mvp.edu.in, mediclaim@mvp.edu.in, accounts@mvp.edu.in, legal@mvp.edu.in, audit@mvp.edu.in, groupgratuity@mvp.edu.in, media@mvp.edu.in, sevakkalyan@mvp.edu.in, erpadmin@mvp.edu.in, accidentalpolicy@mvp.edu.in, tender@mvp.edu.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Ekashila Digi School,"Under Bridge Rd, Shiva Nagar, Warangal, Telangana 506002",506002,http://ekashila-digi-school.business.site/,Warangal,School,,,,,,,,,090006 93802,,,ekashilatechnoschools@gmail.com,ekashilaeduschool@gmail.com,kashilapublicschools@gmail.com,9885179258,7660046800,9000693802,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Jawahar Navodaya Vidyalaya,"Post, Mamnoor, Warangal, Telangana 506166",506166,http://www.jnvwarangal.gov.in/,Warangal,School,,,,,,,,,0870 250 7363,,,commissioner.nvs@gov.in,gm-nvs@navodaya.nic.in,jcadmn.nvs@gov.in,jcpers.nvs@gov.in,ithelpdesk.nvs@gmail.com,dcpers.nvs@gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lotus National School,"Gowthami Nagar Opp: Koti Cheruvu, Telangana 506011",506011,http://lotusschool.in/,Warangal,School,,,,,,,,,092480 24494,,,hyderguda@lotusschool.in,hydergudahoc@lotusschool.in,lotusnagaram@lotusschool.in,9248024494,9248024496,8008222356,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Wisdom High School,"19-9-62, near, Nehru Statue Road, Telangana Nagar, Rangashaipet, Warangal, Telangana 506005",506005,http://www.wisdomschoolwgl.com/,Warangal,School,,,,,,,,,089857 86831,,,1@houstonisd.org,00100882@houstonisd.org,00165585@houstonisd.org,9822497497,917447400795,7382210394,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sunshine Preschool,"2-7-117, Bhavaninagar,, near Spectra Global Concept School, Hanamkonda, Telangana 506001",506001,http://www.satnavpreschools.com/,Warangal,School,,,,,,,,,094412 93699,,,sunshine.preschool.pashan@gmail.com,sunshineindonesia@yahoo.co.id,admissions@brentwoodsunshinepreschool.com,9403181666,9423531046,9537952517,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenwood High School,"10-69/1,Near KITS,Erragattugutta,Hasanparthy-506015, Telangana 506015",506015,http://www.greenwoodschools.ac.in/,Warangal,School,,,,,,,,,0870 256 4267,,,admissions@greenwoo,admissions@greenwoodhigh.edu.in,admissions.intl@greenwoodhigh.edu.in,7795676715,admissions-whitefield@greenwoodhigh.edu.in,admissions-koramangala@greenwoodhigh.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kakatiya University,"NH-563, Vidyaranyapuri, Hanamkonda, Warangal, Telangana 506009",506009,http://www.kakatiya.ac.in/,Warangal,School,,,,,,,,,0870 243 9966,,,webmaster@kakatiya.ac.in,director.sdlce@kakatiya.ac.in,info@sdlceku.co.in,9502639440,vc@kakatiya.ac.in,kuvcpeshi@yahoo.co.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya Warangal,Telangana 506003,506003,http://www.kvwarangal.org/English-Homepage,Warangal,Kids School,,,,,,,,,0870 210 0455,,,principalkvwarangal@gmail.com,gckvwgl@gmail.com,ppl.warrangal@kvs.gov.in,7382986432,ppl.mclsubhadra@kvs.gov.in,ppl.mcljagannath@kvs.gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenwood High School,"10-69/1,Near KITS,Erragattugutta,Hasanparthy-506015, Telangana 506015",506015,http://www.greenwoodschools.ac.in/,Warangal,Kids School,,,,,,,,,0870 256 4267,,,admissions@greenwoo,admissions@greenwoodhigh.edu.in,admissions.intl@greenwoodhigh.edu.in,7795676715,admissions-whitefield@greenwoodhigh.edu.in,admissions-koramangala@greenwoodhigh.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kakatiya University,"NH-563, Vidyaranyapuri, Hanamkonda, Warangal, Telangana 506009",506009,http://www.kakatiya.ac.in/,Warangal,Kids School,,,19 August 1976,,,,,,0870 243 9966,,,webmaster@kakatiya.ac.in,director.sdlce@kakatiya.ac.in,info@sdlceku.co.in,9502639440,vc@kakatiya.ac.in,kuvcpeshi@yahoo.co.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
KITSW Indoor Stadium,Telangana 506015,506015,http://www.kitsw.ac.in/,Warangal,Kids School,,,,,,,,,0870 256 4322,,,msreddy.dpe@kitsw.ac.in,principal@kitsw.ac.in,aeecjtc@tnebnet.org,9705293709,7382564888,9392055211,"sropune2@mpcb.gov.in, ms@mpcb.gov.in, chairman@mpcb.gov.in, rothane@mpcb.gov.in, srothane1@mpcb.gov.in, srothane2@mpcb.gov.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vishal Mega Mart,"Petrol Pump, Hunter Road Near Orugallu, Hanamkonda, Telangana 506001",506001,https://www.myvishal.com/,Warangal,Kids School,,,,,,,,,072048 06065,,,vxxxxxx@xxx.com,jane.doe@myvishal.com,secretarial@vishalwholesale.co.in,9311955755,9027057057,customercare@vishalmegamart.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lotus National School,"Gowthami Nagar Opp: Koti Cheruvu, Telangana 506011",506011,http://lotusschool.in/,Warangal,Play School,,,,,,,,,092480 24494,,,hyderguda@lotusschool.in,hydergudahoc@lotusschool.in,lns@lotusschool.in,8706589469,xxxx@lotusschool.in,admin@lotusschool.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya Warangal,Telangana 506003,506003,http://www.kvwarangal.org/English-Homepage,Warangal,Play School,,,,,,,,,0870 210 0455,,,principalkvwarangal@gmail.com,gckvwgl@gmail.com,ppl.warrangal@kvs.gov.in,7382986432,7382986432,ppl.mcljagannath@kvs.gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kakatiya University,"NH-563, Vidyaranyapuri, Hanamkonda, Warangal, Telangana 506009",506009,http://www.kakatiya.ac.in/,Warangal,Play School,,,,,,,,,0870 243 9966,,,webmaster@kakatiya.ac.in,director.sdlce@kakatiya.ac.in,info@sdlceku.co.in,9502639440,vc@kakatiya.ac.in,kuvcpeshi@yahoo.co.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lotus National School,"Gowthami Nagar Opp: Koti Cheruvu, Telangana 506011",506011,http://lotusschool.in/,Warangal,Private School,,,,,,,,,092480 24494,,,hyderguda@lotusschool.in,hydergudahoc@lotusschool.in,lns@lotusschool.in,8706589469,xxxx@lotusschool.in,admin@lotusschool.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya Warangal,Telangana 506003,506003,http://www.kvwarangal.org/English-Homepage,Warangal,Private School,,,,,,,,,0870 210 0455,,,principalkvwarangal@gmail.com,gckvwgl@gmail.com,kvwarrangal@kvsedu.org,7382986432,ppl.iitbbsr@kvs.gov.in,ppl.mclsubhadra@kvs.gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mahendra Educational Private Limited,"301-304, 3RD FLOOR, BLOCK-C, KANDA KATLA COMPLEX ABOVE RELIANCE DIGITAL, (KAKATIYA UNIVERSITY CROSS ROAD)HANAMKONDA, near KU-X _ROAD, Warangal, Telangana 506009",506009,http://www.mahendras.org/,Warangal,Private School,,,,,,,,,081422 30661,,,info@mahendras.org,ceo@mahendras.org,jane.doe@mahendras.org,xxxx@mahendras.org,head.accounts@mahendras.org,j_d@mahendra.org,"7979971018, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Ann's School Of Nursing,"NIT Post, Darga Road, Fatimanagar, Warangal, Telangana 506004",506004,http://stannsnursing.com/,Warangal,Private School,,,,,,,,,0870 245 3342,,,sacon.tuti@gmail.com,annsac_2004@yahoo.co.in,info@annschool.in,9489848112,9490453146,9849259003,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kakatiya University,"NH-563, Vidyaranyapuri, Hanamkonda, Warangal, Telangana 506009",506009,http://www.kakatiya.ac.in/,Warangal,Private School,,,,,,,,,0870 243 9966,,,webmaster@kakatiya.ac.in,director.sdlce@kakatiya.ac.in,info@sdlceku.co.in,9502639440,vc@kakatiya.ac.in,kuvcpeshi@yahoo.co.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
