School Name,Address,Website,City,Category,Gender,Principal,Founded,Affiliation,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed,,,
T.I.M.E. Kids,"12/870, Liberty St, Pattambi, Kerala 679303",http://www.timekidspreschools.in/preschool-franchise-palakkad.html,Kerala,Kids School,,,,,,8 lakh,,081579 38109,dr.mallic@gmail.com,,info@timekidspreschools.com,franchise@timekidspreschools.com,kaniyampuzha@timekidspreschools.com,8019764243,9052513131,,,,,
T.I.M.E. Kids,"Plot No.28 Mavelipuram Colony Kakkanad, Kochi, Kerala 682030",https://www.timekidspreschools.in/preschool-franchise-cochin.html,Kerala,Kids School,,,,,,10 lakh,,094465 33819,er.arti@gmail.com,,alangad@timekidspreschools.com,ang@timekidspreschools.com,chunangamvely@timekidspreschools.com,9946557557,9447991120,8943260806,,,,
T.I.M.E. Kids Preschool,"Door No. 13/423 Thaykattukara PO., Choornikara Panchayath Ambattukuva, Aluva, Kochi, Kerala 683106",https://www.timekidspreschools.in/preschool-franchise-cochin.html,Kerala,Kids School,,,,,,11 lakh,,,savio.msc@gmail.com,,alangad@timekidspreschools.com,ang@timekidspreschools.com,chunangamvely@timekidspreschools.com,9946557557,9447991120,8943260806,,,,
T.I.M.E. Kids Preschool,"Municipal No. 21/156-2 Perumanam, Cottage Road, Kochi, Kerala 683513",https://www.timekidspreschools.in/preschool-franchise-cochin.html,Kerala,Kids School,,,,,,10 lakh,,099473 17630,omana12@gmail.com,,alangad@timekidspreschools.com,ang@timekidspreschools.com,chunangamvely@timekidspreschools.com,9946557557,9447991120,8943260806,,,,
T.I.M.E. Kids Preschool,"Sai Kripa (H), Chethana Junction, Ammanjeriyil Lane, Mamangalam, Palarivattom P.O., Ernakulam, Kerala 682025",https://www.timekidspreschools.in/preschool-franchise-cochin.html,Kerala,Kids School,,,,,,9 lakh,,,john.phd@rediff.com,,alangad@timekidspreschools.com,ang@timekidspreschools.com,chunangamvely@timekidspreschools.com,9946557557,9447991120,8943260806,,,,
T.I.M.E. Kids Preschool- Adoor,"Najy Manzil, Opposite Maria Hospital, Pathanamthitta, Adoor, Kerala 691523",https://www.timekidspreschools.in/preschool-franchise-pathanamthitta.html,Kerala,Kids School,,,,,,10 lakh,,082816 46060,pourushasp1981@gmail.com,,adoor@timekidspreschools.com,azhoorroad@timekidspreschools.com,pandalam@timekidspreschools.com,8281646060,9961002516,9188579858,,,,
T.I.M.E. Kids Preschool- Govindapuram,"Karthika"", 26/154, Kallittanada Mailambadi Rd, Govindapuram, Kozhikode, Kerala 673016",https://www.timekidspreschools.in/preschool-franchise-kozhikode.html,Kerala,Kids School,,,,,,5 lakh,,098477 66422,isaacs.bsc@gmail.com,,govindhapuram@timekidspreschools.com,info@timekidspreschools.com,franchise@timekidspreschools.com,9847766422,9052513131,,,,,
T.I.M.E. Kids Preschool- Kalluvathukkal,"Sankara Vilasam Kalluvathukkal P. O, Kollam, Kerala 691578",https://www.timekidspreschools.in/preschool-franchise-kollam.html,Kerala,Kids School,,,,,,5 lakh,,090483 91536,k1986@gmail.com,,asramom@timekidspreschools.com,kalluvathukkal@timekidspreschools.com,kottarakara@timekidspreschools.com,9526471771,9048391536,8606607080,,,,
T.I.M.E. Kids Preschool- Perumbavoor,"B-26, Thettikkot lane, near Chenganattu Kaavu, Parappuram, Perumbavoor, Kerala 683541",https://www.timekidspreschools.in/preschool-franchise-cochin.html,Kerala,Kids School,,,,,,10 lakh,,099618 65154,er.vanita@yahoo.com,,alangad@timekidspreschools.com,ang@timekidspreschools.com,chunangamvely@timekidspreschools.com,9946557557,9447991120,8943260806,,,,
T.I.M.E. Kids Preschool- Sola Road,"Bunglow No.A/6, Naimesh Park Society, Opposite Nilkanth Mahadev Temple, Besides Someshwar Park 3, Off Gulab Tower Road, Sola Road, Ahmedabad, Gujarat 380061",https://www.timekidspreschools.in/preschool-franchise-ahmedabad.html,Gujarat,Kids School,,,,,,12 lakh,,097277 92280,lullavandana@hotmail.com,,shreyascrossing@timekidspreschools.com,solaroad@timekidspreschools.com,smanpura@timekidspreschools.com,9537020606,9727792280,9924458884,,,,
T.I.M.E. Kids Preschool- Thannissery,"Near ALP School, Thannissery P.O., Palakkad, Kerala 678501",https://www.timekidspreschools.in/preschool-franchise-palakkad.html,Kerala,Kids School,,,,,,8 lakh,,04923 252 020,ghosh3@gmail.com,,chakkanthara@timekidspreschools.com,kongad@timekidspreschools.com,olavakkode@timekidspreschools.com,9605710717,9349880319,9562724201,,,,
T.I.M.E. Kids Preschool- Usmanpura,"53/A4 Sindh Academic High School Compound, Besides Bank of India Society Dena Bank ane, Usmanpura, Ahmedabad, Gujarat 380013",https://www.timekidspreschools.in/preschool-franchise-ahmedabad.html,Gujarat,Kids School,,,,,,10 lakh,,099244 58884,chitoria.bsc@yahoo.com,,shreyascrossing@timekidspreschools.com,solaroad@timekidspreschools.com,smanpura@timekidspreschools.com,9537020606,9727792280,9924458884,,,,
TIME Kids Domalguda,"1-2-35, Badam Galli, Gaganmahal Rd, Domalguda, Hyderabad, Telangana 500029",http://www.timekidspreschools.com/,Telangana,Kids School,,,,,,5 crore,,098492 18666,,,domalguda@timekidspreschools.com,info@timekidspreschools.net,bandlaguda@timeschools.com,919849218666,8019764243,9849218666,"+91 - 9831259413, +91 - 9999538238",,,
TKM College of Engineering,"Kollam - Thirumangalam Rd, Karicode, Peroor, Kerala 691005",http://www.tkmce.ac.in/,,School,,Dr. T.A. Shahul Hameed,3 July 1958,"APJ Abdul Kalam Technological University (2014–), University of Kerala (1958–2014)",,,,0474 271 2024,kumar.phd@gmail.com,satish4@gmail.com,principal@tkmce.ac.in,aa@tkmce.ac.in,ao@tkmce.ac.in,9847005513,9495434872,9526233520,,,,
TRM Public School,"Bus Stand, G.T. Road, Near, Modinagar, Uttar Pradesh 201204",http://trmpsmodinagar.com/,Modinagar,"School, Kids School, Play School, Private School",,Mrs. Rajni Ohri,,,,,,01232 242 763,"er.blest@gmail.com, parul.phd@gmail.com, dr.chakraborty@yahoo.com, mranil@rediff.com",,fast@lw1.vsnl.net.in,indianchuru@gmail.com,trmpsmodinagar@gmail.com,91-9414527785,9414084412,9899104337,,,,
TRS Global Public School,"Sri Krishna Nagar, Tiruttani Road, Arakkonam, Tamil Nadu 631003",http://trsglobalpublicschool.com/,Tamil Nadu,CBSE School,,,,,,3477 crore,,099443 36600,,,trsgps7agr@gmail.com,trsgps7@gmail.com,rwtrust77@gmail.com,9788255800,9788926600,7200007467,8162800425,,,
Tagore International School,"Block E, East of Kailash, New Delhi, Delhi 110065",http://www.tagoreint.com/,Haryana,Private Schoos,,,,,,10 lakh,,011 2643 3001,tindale1973@gmail.com,,info.eok@tagoreint.com,info.vv@tagoreint.com,tagore.akbarpur@ymail.com,7888461780,9896959677,9053238000,,,,
Tagore International School,"Paschimi Marg, Block C, Vasant Vihar, New Delhi, Delhi 110057",http://www.tagoreint.com/,"Rohtak, Rewari, Modinagar, Mewat, Haryana, Gurgaon, Delhi, Akbarpur","Private School, Kids School, International School, Private Schoos, School",,"Himanshi Bhandari, Nikita Tomar Mann",1972,,,10 lakh,,011 2614 2270,"er.swapna@gmail.com, dr.profvanlalnghaka@gmail.com, shashibala10@gmail.com, beena1984@yahoo.com, dr.himanshi@yahoo.com, dranjali@hotmail.com, frvarghese2@gmail.com, amita18@hotmail.com, sobhana1972@gmail.com, er.roobin@gmail.com, costa.msc@gmail.com, m1977@gmail.com, taneja.phd@gmail.com, manglikknishi@gmail.com","shah.msc@gmail.com, ramgopal3@gmail.com, principal.yadav@gmail.com",info.eok@tagoreint.com,"info.vv@tagoreint.com, tagore.akbarpur@ymail.com","tagore.akbarpur@ymail.com, info.vv@tagoreint.com",7888461780,9896959677,9053238000,,,,
Techno India University,"EM-4, EM Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091",http://www.technoindiaeducation.com/,,School,,Avijit Kar,"7 August 2012, Kolkata","Bar Council of India, University Grants Commission, All India Council for Technical Education, Council of Architecture",,,,098365 44419,er.krishnaiah@yahoo.com,jagdish.bsc@gmail.com,admission@technoindiauniversity.ac.in,,,9836544417,9836544418,9836544419,,,,
Tetso College,"Sovima, 6th Mile, Dimapur, Nagaland 797115",https://www.tetsocollege.org/,Nagaland,"School, Kids School, International School",,Dr. P. S. Lorin,,,,"4 crore, 2 crore, 3 crore",,070059 98089,"h1983@yahoo.com, kurup.bsc@gmail.com, f1966@rediff.com","sharadchandraabhyankar@gmail.com, arshad3@gmail.com, principal.kailash@gmail.com",contact@tetsocollege.org,placements@tetsocollege.org,,7005998089,7005998070,( School remains closed on Saturdays and office timing is from 9am to 3pm ),,,,
The Aryan School,"The Aryan School, Mussoorie Rd, Malsi, Dehradun, Uttarakhand 248009",http://thearyanschool.com/,Uttrakhand,"Schools, School",Co-ED,Mrs. B. Dasgupta,2001,,,,,084393 11942,"amandeepsandhu@gmail.com, ms.msc@gmail.com","pro.aara@gmail.com, sharmayash@gmail.com",aryan@thearyanschool.com,bhiwani@thearyanschool.org,thearyanschool@hotmail.com,8439311942,9045058405,( 135 -2733657 and 135 -2733066 are the reception numbers incase for parcels if need),,,,
The Asian School,"Asian Acres, Vasant Vihar, Indra Nagar Colony, Dehradun, Uttarakhand 248006",https://www.theasianschool.net/,Uttarakhand,Schools,,,,,,5 crore,,0135 276 1860,,,theasianschool@rediffmail.com,info@theasianschool.net,info@asianschool.bh,+91-7217017038,8755524444,theasianschool@gmail.com,"9705747755, 9705737755",,(Landmark - It is about 5 kms from the clock tower),
The Assam Valley School,"Balipara, Tezpur, Assam 784101",http://www.assamvalleyschool.com/,Assam,"Schools, International School, Boarding school",,,,,,"8 lakh, 5 lakh",,096780 74321,"shekhar11@gmail.com, shukla.bsc@gmail.com, pachauri4@gmail.com",,admissions@assamvalleyschool.com,doa@assamvalleyschool.com,cisce@assamvalleyschool.com,9954620600,919954620600,919954932200,"Full Address - (P.O. Balipara – 784101,
Dist. Sonitpur,
Asom, India._",,All Contact Numbers - (96780) 74320/ 74321/ 74322/ 74323/ 743255,
North East National Board of School Education,"Upen Prabhavati Bhavan Hatigaon, Guwahati, Assam 781038",https://nenbseresults.co.in/,Assam,Board School,,,,,,12 lakh,,087528 17164,subuhi1967@gmail.com,,admissions@assamvalleyschool.com,doa@assamvalleyschool.com,cisce@assamvalleyschool.com,9954620600,919954620600,919954932200,"Full Adress - 23, Upen Prabhavati Bhavan
Hatigaon , Guwahati-38",,,8011993821
"The British School, New Delhi","Dr Jose P Rizal Marg, Chanakyapuri, New Delhi, Delhi 110021",http://www.british-school.org/,"Uttar Pradesh, Haryana, Goa","IB school, Private Schoos, Boarding school",,,July 1963,,,"3 crore, 10 lakh, 11 lakh",,011 4066 4166,"dwivedi.bsc@gmail.com, sukumarahongsangbam@gmail.com",,"xxxx@british-school.org, admissions@british-school.org",thebritishschool@british-school.org,pxxxxxxxxa@british,vxxxxxxi@british,txxxxk@british,"john@british-school.org, a@hotmail.com",,,,
The Cathedral Vidya School,"Opposite Mumbai Pune Highway, Shilatne, Village, National Highway 4, Pune, Maharashtra 410405",https://www.cathedral-lonavala.org/,"Peddapalli, Nizamabad, Maharashtra, Mahabubnagar, Allahabad ","IB school, School, Private School, International School",,Mr. Pourushasp F Karkaria,August 2008,,,"2 crore, 4 crore",,099237 56950,"sharma1982@rediff.com, lahiri1967@gmail.com, kurian1986@hotmail.com, george2@gmail.com, er.albert@gmail.com, gupta.phd@hotmail.com, mukherjee.msc@gmail.com, raghu.msc@hotmail.com, kumarvipin@gmail.com","dr.digambar@gmail.com, rajiv10@gmail.com, pushpakathpal@gmail.com, kulkarni13@gmail.com, phd.anant@gmail.com, mane13@gmail.com, garadvijaykumar@gmail.com, msc.ram@gmail.com",admissions@cathedral-lonavala.org,enquiry@cathedral-lonavala.org,,9923756950,8806221100,9923756956,"To visit full address - 
https://www.cathedral-lonavala.org/contact-us/",,,
The Central Modern School,"4/1 Ghola Kachari Road, Barasat, North 24 Parganas, Kolkata, West Bengal 700124",http://centralmodernschool.in/,,School,,Tara Garg,1950,,,,,033 2552 3378,dr.krunesh@gmail.com,sharma12@gmail.com,classrevision@centralmodernschool.in,cms01de@gmail.com,tcms.2011@rediffmail.com,8100265454,9830588536,,,,,
The Doon Girls' School Dehradun,"Boys School, 4, Circular Rd, Opp Walham, Dalanwala, Dehradun, Uttarakhand 248001",http://www.thedoongirlsschool.com/,Arunachal Pradesh,Doon school,,,,,,12 lakh,,0135 271 0161,rakhwalgs@rediff.com,,contact@disdehradun.com,dis.parimahal7@gmail.com,info@disdehradun.com,+91-7906523070,7466002949,+91-7253000301,,,,
The Future Foundation School,"3, Regent Park, Kolkata, West Bengal 700040",http://tffs.sriaurobindoinstitute.org/,West Bengal,ICSE School,,Ranjan Mitter,,,,3 crore,,083360 69408,shinysr@gmail.com,mausamvora@gmail.com,,,,91-8336069406,91-8336069408,8697132140,"7233809120, 8756995171, 8756995172, 8756995174",,,
The Heritage School,"994, Chowbaga Rd, Anandapur, East Kolkata Twp, Kolkata, West Bengal 700107",http://theheritageschool.org/,West Bengal,ICSE School,,,,,,4018 crore,,098302 01234,,,info@noida.theheritageschool.in,admissions@noida.theheritageschool.in,contact@rohini.theheritageschool.in,7272898925,7272898926,8926613423,"8607446472, 8607446473, 9416534444",,"
Address:994, Chowbaga Road,Anandapur
P.O: East Kolkata Township
Kolkata – 700107
West Bengal, India
Phone:+91 33 6627 0650
+91 33 6627 0406
+91 33 6627 0409
Email:admin@theheritageschool.org
info@theheritageschool.org
Website:www.theheritageschool.org
Help Desk: + 91 9830201234
Admissions: + 91-33-66270555 / 9830022250",
The Heritage School | Best School in Dehradun,"14/6 New Road Near MKP Girls Inter College, Race Course, Dehradun, Uttarakhand 248001",https://www.theheritageschoolddn.com/,Uttarakhand,CBSE School,,,,,,2.5 crore,,0135 265 6155,,,doonheritageschool@gmail.com,northcampus@ths.edu.in,heritageddn@gmail.com,9027428412,8477858270,9837045304,7874340000,,,
The Higher Secondary School For Boys,"Singer Kovil St, Srirangam, Tiruchirappalli, Tamil Nadu 620006",http://srirangamhighschool.weebly.com/,Tamil Nadu,Schools,,,1896,,,5 lakh,,0431 243 2253,drshiv@hotmail.com,,bhsssrgm@gmail.com,premnand@dataone.in,kvrangaswami@gmail.com,9443337230,vasudevan.sn@gmail.com,pankajam_ram@yahoo.co.in,,,(SSL is not configured for this website and also to see each commitee members phone number - http://srirangamhighschool.weebly.com/contact-us.html),
"The Hyderabad Public School, Begumpet","1-11 87 & 88, Sardar Patel Rd, Begumpet, Hyderabad, Telangana 500016",http://www.hpsbegumpet.org.in/,Telangana,"School, CBSE School",,,1923,,,"2.5 crore, 3 crore",,040 2776 1546,,,contactus@hpsbegumpet.org.in,principal@hpsbegumpet.org.in,jane.doe@hpsbegumpet.org.in,9154201768,7995555108,919849696112,"9102997549, 9334486073",,,
"The Hyderabad Public School, Ramanthapur","#3-8-152, A-K, Ramanthapur, Hyderabad, Telangana 500013",http://www.hpsramanthapur.org/,"Warangal, Telangana, Mahabubnagar","ICSE School, Kids School, CBSE School, IB school",,Dr.Narasimha Reddy,,,,"2 crore, 3 crore, 2.5 crore",,079955 55107,"tasneem.msc@rediff.com, ali1971@gmail.com, er.mala@gmail.com, sangeeta@rediff.com, kunal1965@gmail.com","prakash.bsc@gmail.com, msc.mario@gmail.com, principal.shriram@gmail.com, nileshdusane@gmail.com, msc.ashok@gmail.com",principal@hpsramanthapur.org,director.alumnirelations@hpss.org,contactus@hpsramanthapur.org,7995555108,7995555107,Detailed - https://hpsramanthapur.org/contact-hpsr/,"hmrjcb@nspmandal.org, hmmohinidevi@nspmandal.org, hmnavin@nspmandal.org, hmsarada@nspmandal.org, hmchandak@nspmandal.org, hmmahatma@nspmandal.org, hmvj@nspmandal.org, hmsanjivani@nspmandal.org, hmsaradwadi@nspmandal.org, hmnutan@nspmandal.org, hmmbc@nspmandal.org, hmkisan@nspmandal.org, hmhivare@nspmandal.org, hmsavargaon@nspmandal.org, hmsaraswati@nspmandal.org",,,
The Indian Public School,"Erode - Perundurai - Kangeyam Rd, Sakthi Nagar, Nalliyampalayam, Thindal, Tamil Nadu 638012",https://www.theindianpublicschool.org/,Tamil Nadu,IB school,,,,,,2 crore,,0422 243 1017,,,askerodekg@tipse.info,askerodecbse@tipse.info,askerodecambridge@tipse.info,9600611222,7339111777,asknellaicity@tipse.info,"9448284617, 8282235736",,https://theindianpublicschool.org/contact/,
The Indian Public School,"Kurumbapatti Road, Gorimedu,Chettichavadi Village, Salem, Tamil Nadu 636012",http://www.theindianpublicschool.org/,Tamil Nadu,Schools,,,,,,9 lakh,,0427 200 4997,reema1982@hotmail.com,,rohini.dips@yahoo.co.in,info@dipsrohini.in,contactus@theindianschool.in,+91-8448209126,asksalemcity@tipsglobal.org,,"8894601897, 9811247700",,,
The Indian Public School Trichy - KG Campus,"No 7, 25, 10th Cross Rd, Puthur, Bharthi Nagar, Tiruchirappalli, Tamil Nadu 620017",https://theindianpublicschool.org/,Tamil Nadu,Schools,,,,,,9 lakh,,073391 11777,sunanda15@gmail.com,,askerodekg@tipse.info,askerodecbse@tipse.info,askerodecambridge@tipse.info,7339111777,asktrichycity@tipse.info,asksalemcity@tipsglobal.org,,,,
The International School Bangalore,"NAFL Valley Whitefield - Sarjapur Road, Circle, near Dommasandra, Bengaluru, Karnataka 562125",http://www.tisb.org/,Yelahanka,English Medium School,,Dr Caroline Pascoe,2000,,,,,080 2263 4900,,,school@tisb.ac.in,admissions@indusschool.com,feedback@indusschool.com,9663305705,9663305706,info@cisb.org.in,,,,
The Jain International School,"Shop No. 106-1, 1st Floor, Babu Khan Mall, Somajiguda, Hyderabad, Telangana 500082",https://tjis.in/,Telangana,Boarding school,,,,,,7 crore,,040 6557 5246,,,ontact@tjiskanpur.in,info@tjisedu.in,stmarys.school@rediffmail.com,+91-8953999824,+91-9670488888,7030700445,"cervin@alphaschool.org, english@alpha-int.co.uk",,,7032463632/34 | 9494333352
"The Jain International School, Bilaspur","Mungeli Road, P.O Sakri, Bilaspur, Chhattisgarh 495111",http://www.tjisedu.in/,Chhattisgarh,Private Schoos,,,,,,5 lakh,,095844 61668,pourushasp1968@gmail.com,,info@tjisedu.in,principal@tjisedu.in,tjisbilaspur@jaingroup.info,9584461668,9584461666,,,,,
The Khaitan School,"1A/A, Block F, F Block, Sector 40, Noida, Uttar Pradesh 201303",http://www.thekhaitanschool.org/,Uttar Pradesh,IB school,,Rina Singh,,,,2.5 crore,,0120 400 7575,mssandhya17@gmail.com,gupta17@gmail.com,info@thekhaitanschool.org,principal@thekhaitanschool.org,,9953326869,,,"9414190299, 7102000005",,,
The Lawrence School,"Ootacamund, The Nigiris, Lovedale, Tamil Nadu 643003",http://www.thelawrenceschool.org/,Tamil Nadu,School,,,,,,4 crore,,0423 244 2552,,,office@sanawar.edu.in,lpsjkp@rediffmail.com,helpdesk@stlawrence.in,+91-8860001646,jane.doe@sanawar.edu.in,contact@sanawar.edu.in,"9470981648, 9431108448",,,
The Learning Centre,097640 06746,http://thelearningcentre.in/,Goa,International School,,,,,,8 lakh,,097640 06746,dhrubadr@gmail.com,,learn@tlcs.co.bw,director@furtheringeducation.in,elccustomerservice@theentertainer.com,9899028782,principal@poorna.in,admin@poorna.in,,,,
The Millennium School,"D-108, Aghapur, Sector 41, Noida, Uttar Pradesh 110032",http://www.themillenniumschools.com/,"Uttar Pradesh, Haryana","Schools, Private Schoos",,,,,,"8 lakh, 11 lakh",,0120 421 7341,"dr1974@yahoo.com, riad11@rediff.com, chaudharyprakash@yahoo.com",,info.amritsar@themillenniumschools.com,info.bathinda@themillenniumschools.com,principal.hmel@themillenniumschools.com,+91-9501102992,+91-9216555444,+91-9971641212,,,(SSL is not configured),
The Official Website of Assam Sanskrit Board,"Upen Prabhavati Bhavan Hatigaon, Guwahati, Assam 781038",http://www.assamsanskritboard.org/,Assam,Board School,,,,,,11 lakh,,087528 17164,rizvi1984@gmail.com,,vc@kbvsasun.ac.in,kbvsasun@rediffmail.com,examcntrl@kbvsasun.ac.in,9127022534,9127022535,9127022537,,,,
"The Oxford School, Trivandrum","Near National College of Arts & Science, National Nagar, Kallattumukku, Thiruvananthapuram, Kerala 695009",https://www.oxford.edu.in/,,School,,Dr. Abdul Salam,2005,,,,,0471 245 7771,tanuja@gmail.com,shribasudev@gmail.com,info@oxfordtvm.com,hm_ms@oxfordtvm.com,oxford@mhtrust.com,9446057717,7012117199,,,,,
"The Oxford School, Trivandrum","near National College, National Nagar, Kallattumukku, Thiruvananthapuram, Kerala 695009",https://www.oxford.edu.in/,Alappuzha,IB school,,Dr. Abdul Salam,,,,,,0471 245 7771,drflorence@yahoo.com,,info@oxfordtvm.com,hm_ms@oxfordtvm.com,info@oxfordcalicut.com,oxfordcalicut@mhtrust.com,oxford@mhtrust.com,principal@oxfordtvm.com,,,,
"The PSBB Millennium School, Chennai","9, GST Rd, Abnirami Nagar, St Thomas Mount, Urapakkam, Guduvanchery, Tamil Nadu 600016",http://www.psbbmillenniumschool.org/,Tamil Nadu,School,,Mrs Bhavani Bhaskar,2005,Central Board of Secondary Education,,5 crore,,044 6534 8441,"vkswaminathan@rediff.com, ibrahim.bsc@gmail.com","chaudharyrajeev@gmail.com, kumar9@gmail.com","contactus.porur@psbbmillenniumschool.org, info.omr@psbbmillenniumschool.org",info.porur@psbbmillenniumschool.org,info.omr@psbbmillenniumschool.org,7200048441,7200048442,9360731765,,,,
